Anno,Regione,Settore__attività_economica,Nazionalità,sesso,Tipologia_variazione,Classe_di_età,Presenza_part_time,tipologia_incentivo,Numero_variazioni
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,861.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Occupazione sud,41.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,29.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Altro,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,372.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,168.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,3.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,1147.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Occupazione sud,180.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,9.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Altro,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,1370.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Occupazione sud,41.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,24.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,331.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Occupazione sud,73.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,6.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,512.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Occupazione sud,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Nessuna agevolazione,8.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time no,Nessuna agevolazione,17.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Occupazione sud,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Esonero giovani,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,14.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Occupazione sud,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Nessuna agevolazione,20.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time si,Occupazione sud,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time si,Nessuna agevolazione,4.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time no,Nessuna agevolazione,10.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,33.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,26.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,51 ed oltre,Part time no,Nessuna agevolazione,19.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,190.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,154.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,40.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,58.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati da rapporti stagionali,Fino a 29,Part time no,Apprendistato,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Italiana,Maschi,Apprendisti trasformati da rapporti stagionali,30 - 50,Part time no,Apprendistato,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Occupazione sud,10.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,3.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Altro,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,63.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Occupazione sud,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,10.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,14.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,11.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,114.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Occupazione sud,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Esonero giovani,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Altro,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,28.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Occupazione sud,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,16.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time no,Nessuna agevolazione,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti stagionali,51 ed oltre,Part time no,Nessuna agevolazione,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,4.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Trasformazioni a tempo indeterminato da rapporti intermittenti,51 ed oltre,Part time no,Nessuna agevolazione,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,9.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Femmine,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,5.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Occupazione sud,14.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,6.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,180.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Occupazione sud,4.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,48.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,34.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,187.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Occupazione sud,20.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,181.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Occupazione sud,4.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,4.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,17.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Occupazione sud,3.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Nessuna agevolazione,41.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time si,Nessuna agevolazione,2.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,Fino a 29,Part time no,Nessuna agevolazione,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time si,Nessuna agevolazione,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Occupazione sud,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti stagionali,30 - 50,Part time no,Nessuna agevolazione,4.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,Fino a 29,Part time no,Nessuna agevolazione,5.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,30 - 50,Part time no,Nessuna agevolazione,6.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Trasformazioni a tempo indeterminato da rapporti intermittenti,51 ed oltre,Part time no,Nessuna agevolazione,1.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time si,Apprendistato,5.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,Fino a 29,Part time no,Apprendistato,7.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time si,Apprendistato,6.0
2019,Puglia,Commercio all'ingrosso e al dettaglio; riparazione di autoveicoli e motocicli; trasporto e magazzinaggio; servizi di alloggio e di ristorazione,Straniera,Maschi,Apprendisti trasformati a tempo indeterminato,30 - 50,Part time no,Apprendistato,6.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Esonero giovani,4.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Altro,1.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time si,Nessuna agevolazione,23.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Occupazione sud,2.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Esonero giovani,4.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Altro,1.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,Fino a 29,Part time no,Nessuna agevolazione,9.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Occupazione sud,2.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Esonero giovani,1.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Altro,5.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time si,Nessuna agevolazione,54.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Occupazione sud,2.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Altro,4.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,30 - 50,Part time no,Nessuna agevolazione,44.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Occupazione sud,3.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Altro,1.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time si,Nessuna agevolazione,8.0
2019,Puglia,Servizi di informazione e comunicazione,Italiana,Femmine,Trasformazioni a tempo indeterminato di rapporti a termine,51 ed oltre,Part time no,Altro,1.0
